"sampleid","investigation","sample_type","disease_type","platform","experimental_strategy","data_submitting_center_label"
"s17280","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s17308","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17296","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17287","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17319","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17309","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17284","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17291","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s17298","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17292","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17281","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17306","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17316","TCGA-OV","Recurrent Tumor","Ovarian Serous Cystadenocarcinoma","ABI SOLiD","WGS","Baylor College of Medicine"
"s17307","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17311","TCGA-OV","Recurrent Tumor","Ovarian Serous Cystadenocarcinoma","ABI SOLiD","WGS","Baylor College of Medicine"
"s17321","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17303","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17297","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17317","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17300","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s17285","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17310","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17320","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17315","TCGA-OV","Recurrent Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17304","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17302","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","ABI SOLiD","WGS","Baylor College of Medicine"
"s17294","TCGA-OV","Blood Derived Normal","Ovarian Serous Cystadenocarcinoma","ABI SOLiD","WGS","Baylor College of Medicine"
"s17741","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17749","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17755","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17744","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17758","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17745","TCGA-OV","Blood Derived Normal","Ovarian Serous Cystadenocarcinoma","Illumina GA","WGS","Washington University School of Medicine"
"s17753","TCGA-OV","Blood Derived Normal","Ovarian Serous Cystadenocarcinoma","ABI SOLiD","WGS","Baylor College of Medicine"
"s17740","TCGA-OV","Blood Derived Normal","Ovarian Serous Cystadenocarcinoma","Illumina GA","WGS","Washington University School of Medicine"
"s17748","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina GA","WGS","Broad Institute of MIT and Harvard"
"s17742","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17739","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17759","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17736","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17743","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17738","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17737","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17754","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17752","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17756","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17751","TCGA-OV","Blood Derived Normal","Ovarian Serous Cystadenocarcinoma","ABI SOLiD","WGS","Baylor College of Medicine"
"s17757","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17747","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17750","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17746","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17154","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17157","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17149","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina GA","WGS","Broad Institute of MIT and Harvard"
"s17160","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17163","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s17148","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17161","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17158","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17155","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17156","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17162","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17153","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17147","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina GA","WGS","Washington University School of Medicine"
"s17152","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17151","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17159","TCGA-OV","Recurrent Tumor","Ovarian Serous Cystadenocarcinoma","ABI SOLiD","WGS","Baylor College of Medicine"
"s17150","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17910","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s17920","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","ABI SOLiD","WGS","Baylor College of Medicine"
"s17940","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17976","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17955","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17917","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17972","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17895","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17924","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17939","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17960","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17923","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17906","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17893","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17942","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17909","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17954","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17941","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17949","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17904","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17902","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17958","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17951","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17950","TCGA-OV","Blood Derived Normal","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s17916","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17969","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17956","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17925","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17933","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17961","TCGA-OV","Blood Derived Normal","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s17935","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17947","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17897","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17929","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17975","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17943","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17977","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17974","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17911","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17891","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17938","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17970","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17953","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17914","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17898","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17965","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17912","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17903","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17900","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17934","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17936","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17892","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17966","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17944","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s17889","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s17973","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17913","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17952","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17921","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17907","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17946","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17926","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17948","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17927","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17963","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17937","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17971","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17945","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17959","TCGA-OV","Recurrent Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17905","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
